,SensorLocation,Activity,MeanSM,StDevSM,MdnSM,belowPer25SM,belowPer75SM,TotPower_0.3_15,FirsDomFre_0.3_15,PowFirsDomFre_0.3_15,SecDomFre_0.3_15,PowSecDomFre_0.3_15,FirsDomFre_0.6_2.5,PowFirsDomFre_0.6_2.5,FirsDomFre_per_TotPower_0.3_15
808,Dominant-Upper-Arm,sitting:-legs-straight,788.4517995,1.084266709,788.4554521,11486.21748,20457.45573,170042.2175,6.930693069,6733.47584,1.485148515,5420.053648,1.485148515,5394.3997,4.08E-05
809,Dominant-Upper-Arm,sitting:-legs-straight,788.4991399,1.129193841,788.4884273,11831.82416,20744.60243,200795.983,1.264864865,5808.798656,0.486486486,5391.96018,1.264864865,5513.771818,6.30E-06
810,Dominant-Upper-Arm,sitting:-legs-straight,788.62217,1.083465844,788.5239375,11161.14958,19385.65792,141882.3522,0.437424058,5109.950552,14.2162819,4526.461085,1.640340219,4543.349306,3.08E-06
811,Dominant-Upper-Arm,sitting:-legs-straight,788.8199015,1.055699929,788.934091,11864.32927,21007.13074,168839.5539,0.380147835,8050.408774,7.602956705,4952.72346,1.710665259,4371.875401,2.25E-06
812,Dominant-Upper-Arm,sitting:-legs-straight,788.5525652,1.096718405,788.4884273,11728.25771,20565.98697,161724.7973,10.49504951,6143.40465,0.594059406,4587.819419,1.386138614,4600.924695,6.49E-05
813,Dominant-Upper-Arm,sitting:-legs-straight,788.3893559,1.165100452,788.4884273,12036.41018,21259.28211,250975.6387,5.005149331,20638.5213,5.375901133,8502.37679,1.019567456,2621.938205,1.99E-05
814,Dominant-Upper-Arm,sitting:-legs-straight,788.0744254,1.075555068,788.0463184,10957.5161,19147.0675,107157.1058,0.337922403,7145.453272,2.816020025,3421.048998,1.802252816,2778.118011,3.15E-06
815,Dominant-Upper-Arm,sitting:-legs-straight,787.51999,1.291698619,787.6045962,11277.95598,20278.93215,340745.7265,5.412026726,20126.42073,0.400890869,11250.05691,0.801781737,5116.351506,1.59E-05
816,Dominant-Upper-Arm,sitting:-legs-straight,787.8886581,1.172819379,787.8508742,11530.6048,20289.60478,176167.5887,0.304740406,10490.88899,5.180586907,7355.322353,2.133182844,2068.048078,1.73E-06
817,Dominant-Upper-Arm,sitting:-legs-straight,788.2349146,1.102228348,788.3298802,11696.96431,20098.78656,166021.8037,2.688053097,8025.400113,12.54424779,4753.114565,0.896017699,2966.978819,1.62E-05
