,SensorLocation,Activity,MeanSM,StDevSM,MdnSM,belowPer25SM,belowPer75SM,TotPower_0.3_15,FirsDomFre_0.3_15,PowFirsDomFre_0.3_15,SecDomFre_0.3_15,PowSecDomFre_0.3_15,FirsDomFre_0.6_2.5,PowFirsDomFre_0.6_2.5,FirsDomFre_per_TotPower_0.3_15
97,Dominant-Wrist,sitting:-legs-straight,858.0485005,19.39767292,853.305338,12608.92236,22151.64269,87482498.95,0.495594714,13104259.75,0.594713656,12274121.24,1.189427313,5899912.51,5.67E-09
98,Dominant-Wrist,sitting:-legs-straight,870.5584703,24.85676199,871.6455702,12660.46054,22476.27591,84292084.29,0.493962678,27551117.28,0.296377607,8578908.646,1.284302964,4723171.612,5.86E-09
99,Dominant-Wrist,sitting:-legs-straight,857.8905713,17.47155304,862.2215493,12611.539,22322.53671,54117201.2,0.588876772,9473742.773,1.766630316,2171827.372,0.785169029,2479420.954,1.09E-08
100,Dominant-Wrist,sitting:-legs-straight,862.9468529,17.25210224,864.1261482,12748.39002,22435.08743,73475566.96,0.590163934,4266307.362,0.295081967,3776005.839,0.786885246,1949692.959,8.03E-09
101,Dominant-Wrist,sitting:-legs-straight,875.318171,18.28452422,875.5735263,12891.02921,22721.05365,37095513.07,0.295404814,7969426.437,0.393873085,7013333.69,1.083150985,1353337.484,7.96E-09
102,Dominant-Wrist,sitting:-legs-straight,906.4948819,22.72464762,911.1448842,13273.66385,23576.60037,139755930.5,0.392584515,38249166.64,0.490730643,32237345.15,0.588876772,2757051.666,2.81E-09
103,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,829.1065096,38.36905011,816.2141262,12082.83038,21241.34996,179000805.4,0.884279476,15754249.94,0.786026201,14748776.58,0.786026201,12981200.33,4.94E-09
104,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,832.2487704,28.11829225,826.8213229,12206.65282,21470.6512,276649251.5,0.492341357,48037868.13,0.590809628,40383798.93,0.590809628,18335186.93,1.78E-09
105,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,828.0419748,6.455908765,828.0084539,12379.79055,21583.8803,11059153.85,1.184210526,6060023.233,1.282894737,506720.4645,1.184210526,5934014.83,1.07E-07
106,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,825.83542,6.689115614,826.0369241,12366.70089,21540.36457,13249405.98,1.180327869,9231031.274,2.360655738,450930.8377,1.180327869,8362998.805,8.91E-08
107,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,829.0575601,6.4014053,828.9680331,12421.09267,21659.01914,11044661.11,1.179039301,7950048.126,0.3930131,301738.523,1.179039301,7323753.846,1.07E-07
108,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,827.4434742,7.521084577,827.8620054,12345.0245,21560.38467,15082651.94,1.184210526,6940660.852,1.282894737,1220293.882,1.184210526,6647649.808,7.85E-08
109,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,829.9413689,7.530369824,830.4854002,12380.32338,21625.28989,17203509.5,1.182913472,10448723.01,4.633077766,846461.8826,1.182913472,10036031.24,6.88E-08
110,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,830.3988096,15.15655685,832.7646726,12314.58201,21679.84889,66810893.1,1.175190424,10793979.45,0.783460283,3940556.746,1.175190424,10780378.41,1.76E-08
111,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,827.3720405,7.883820554,827.3953103,12339.84526,21551.3977,14223305.6,1.184210526,7462427.669,1.085526316,888915.5486,1.184210526,6765815.117,8.33E-08
112,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,814.4435652,29.40712012,822.7891589,11703.71386,21081.21813,206717898.6,0.492880613,19721182.93,0.985761227,15329440.98,0.985761227,14709567.4,2.38E-09
113,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,828.82781,6.714274679,829.5803156,12406.15686,21654.47055,14414611.27,1.179039301,8466743.924,2.358078603,1681472.223,1.179039301,8068189.685,8.18E-08
114,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,831.7418295,7.175173308,832.4283753,12440.58455,21712.02478,15096466.16,1.180327869,7900325.629,2.360655738,1460639.358,1.180327869,7816434.446,7.82E-08
115,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,833.66019,6.501558292,834.16665,12455.63102,21734.96177,13683133.02,1.182913472,7631767.468,2.365826944,1415892.815,1.182913472,7326562.469,8.65E-08
116,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,828.3353064,19.57087878,834.0869259,12135.35933,21576.05302,95553919.43,1.177753544,8155339.719,5.496183206,4496462.583,1.177753544,6240722.723,1.23E-08
117,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,824.2914298,26.32667748,830.2999448,11933.17795,21356.05354,188599415.2,2.95404814,13836645.47,1.772428884,9349618.585,1.772428884,8591204.377,1.57E-08
118,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,842.5416506,8.12342237,842.7437333,12589.64598,21980.58698,20223785.27,1.180327869,4545872.595,1.081967213,3471455.316,1.180327869,4450963.687,5.84E-08
119,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,843.2319261,7.605050956,842.9739023,12615.50241,21983.11673,15549554.5,1.180327869,5847789.489,1.081967213,1127865.763,1.180327869,5863001.854,7.59E-08
120,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,844.5923601,7.994257791,845.1082771,12623.1933,22020.61779,19790609.12,1.180327869,7387968.228,2.360655738,1785287.835,1.180327869,7054302.064,5.96E-08
121,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,847.3979477,7.326663033,847.2024551,12682.90188,22113.78679,14840106.31,1.180327869,7914175.521,2.360655738,1239883.768,1.180327869,7356647.795,7.95E-08
122,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,845.8648825,9.973287068,846.478588,12604.18042,22066.44169,25054128.47,1.177753544,8528464.477,0.490730643,1037837.248,1.177753544,8195466.992,4.70E-08
123,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,838.8852723,6.323810087,838.5087954,12549.64593,21867.09443,10676028.98,1.182913472,4327934.526,2.365826944,1388765.34,1.182913472,3594852.675,1.11E-07
124,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,835.1369477,7.447967357,834.9026889,12500.27032,21773.05789,13113356.82,1.181619256,3782794.734,2.363238512,1976362.687,1.181619256,3405527.914,9.01E-08
125,Dominant-Wrist,cycling:-70-rpm_-50-watts_-.7-kg,838.1557075,6.703493234,837.5959646,12531.45646,21891.52503,11756989.41,1.179039301,5343317.974,2.358078603,780851.3435,1.179039301,5043776.281,1.00E-07
